# Fotometría NGC 1261 Kravtsov+2010
#
# bs = candidatas a blue stragglers
#
# Xpos   Ypos    Vmag     U-B     B-V     V-I   bs
# pix     pix     mag     mag     mag     mag   
#  
1053.7   830.7  21.042  99.999  99.999   0.355  99
 895.4  1291.2  21.043  99.999   0.678   0.221  99
 738.4  1061.7  21.043  -0.607   0.545  99.999  99
1325.3  1179.7  21.043  99.999   0.782  99.999  99
1699.2   725.7  21.043  99.999  99.999   0.551  99
1668.7  1331.6  21.044  99.999   0.515   0.617  99
1068.5  1676.2  21.045  99.999   0.403   0.564  99
1148.5   896.9  21.045  99.999   0.607  99.999  99
 873.1   912.9  21.046  99.999   0.480  99.999  99
1060.2   613.5  21.047  99.999   0.602  99.999  99
1106.5   871.3  21.047  99.999   0.473   0.557  99
1286.1  1037.6  21.048  99.999   0.412  99.999  99
1264.2   842.4  21.049  99.999   0.407   0.461  99
1266.8   928.1  21.049  99.999  99.999   0.522  99
1211.4   784.6  21.051  99.999   0.391   0.317  99
1114.6  1533.9  21.052  99.999   0.290   0.875  99
 478.8  1227.1  21.052  99.999   0.529  99.999  99
 784.3  1307.6  21.053  99.999  99.999   0.755  99
 880.6   935.0  21.053  99.999  99.999   0.642  99
1116.0   870.3  21.054  99.999   0.479  99.999  99
1465.2   808.7  21.054  99.999   0.310   0.708  99
1023.7   941.0  21.054  99.999   0.414  99.999  99
 671.3   787.8  21.054  99.999   0.345   0.834  99
 676.7  1217.0  21.055  99.999   0.442  99.999  99
1341.0  1011.9  21.055  99.999   0.570  99.999  99
 911.0  1340.0  21.056  99.999   0.441   0.759  99
1268.1  1466.3  21.057  99.999   0.375  99.999  99
 548.2  2037.8  21.057  99.999   0.406  99.999  99
1485.4  2328.8  21.058  99.999   0.553  99.999  99
 892.1   795.4  21.059  99.999   0.464  99.999  99
 653.5   655.1  21.059  99.999  99.999   0.624  99
 706.8  1185.3  21.060  99.999   0.420   0.617  99
1043.5  1683.1  21.060  99.999   0.348   0.643  99
 583.3  1304.1  21.061  99.999  99.999   0.573  99
 878.9  1113.5  21.062  99.999  99.999   0.720  99
 834.2   834.1  21.062  99.999  99.999   0.618  99
1820.7  1618.5  21.063  99.999  99.999   1.004  99
1329.9  1091.5  21.063  99.999   0.361   0.460  99
 383.2  1530.3  21.063  99.999   0.349   0.709  99
 914.2   882.0  21.063  99.999  99.999   0.437  99
 581.1  1094.8  21.064  99.999   0.398   0.561  99
1308.1   958.7  21.064  99.999   0.353  99.999  99
1330.9  1203.6  21.064  99.999  99.999   0.717  99
1288.2   906.3  21.065  99.999   0.419  99.999  99
1297.8  1163.6  21.066  99.999   0.524   0.452  99
 825.4   781.4  21.067  99.999  99.999   0.510  99
 850.4   614.8  21.067  99.999   0.392   0.523  99
1103.4  1401.0  21.068  99.999   0.555   0.776  99
1140.2   888.3  21.069  99.999   0.613   0.713  99
1217.9  1554.2  21.069  99.999  99.999   0.531  99
 783.5  1305.2  21.071  99.999   0.304   0.430  99
 685.0  1022.4  21.071  99.999   0.408   0.561  99
1346.7  1148.5  21.071  99.999   0.580   0.681  99
1882.8  1105.6  21.071  99.999   0.413  99.999  99
1176.8   803.7  21.072  99.999   0.512   0.385  99
1121.6  1620.3  21.072  99.999   0.278   0.753  99
1066.9  1566.6  21.073  99.999   0.578   0.518  99
 860.3  1181.6  21.073  99.999   0.450   0.414  99
2164.2  1258.9  21.073  99.999   0.472  99.999  99
 794.1  1062.1  21.073  99.999  99.999   0.629  99
1350.8   804.7  21.074  99.999   0.402   0.522  99
 843.5  1305.1  21.075  99.999  99.999   0.486  99
 355.5   723.1  21.075  99.999   0.476  99.999  99
 939.7  1996.2  21.075  99.999   0.481  99.999  99
 652.6  1048.9  21.076  99.999   0.558  99.999  99
 822.3   983.3  21.076  99.999   0.354   0.665  99
 457.6   896.2  21.077  99.999  99.999   0.742  99
1466.4  1102.1  21.077  99.999   0.560  99.999  99
 844.2  1441.2  21.078  99.999   0.553   0.692  99
1283.4  1216.9  21.079  99.999   0.817  99.999  99
 545.5  1461.1  21.079  99.999   0.547   0.754  99
1362.3  1284.0  21.082  99.999   0.532   0.727  99
1541.0  1201.8  21.083  99.999  99.999   0.573  99
 461.6  1061.6  21.083  99.999   0.525   0.697  99
1315.5  1062.3  21.083  99.999  99.999   0.931  99
 989.2  1562.1  21.084  99.999   0.485   0.755  99
 943.4  1555.7  21.084  99.999   0.519   0.800  99
 943.3  1362.8  21.084  99.999   0.600   0.694  99
1127.8  1524.0  21.084  99.999  99.999   0.773  99
 962.5   876.0  21.085  99.999   0.349  99.999  99
 666.6  1232.8  21.085  99.999   0.440   0.811  99
2076.4   849.9  21.086  99.999   0.464   0.679  99
1025.9  1499.0  21.087  99.999   0.435   0.537  99
1340.3  1330.4  21.087  99.999   0.403  99.999  99
 903.2   704.5  21.088  99.999   0.474   0.718  99
 771.8   847.0  21.089  99.999   0.464   0.530  99
 253.6  1902.7  21.089  99.999   0.557   0.804  99
 892.4  1070.7  21.090  99.999   0.159   0.414  99
2230.6  1242.8  21.090  99.999  99.999   0.881  99
1600.3  1334.7  21.090  99.999   0.332   0.676  99
 875.8  1422.0  21.091  99.999   0.393   0.703  99
1193.7  1125.4  21.092  99.999  99.999   0.682  99
1439.9  1247.4  21.093  99.999  99.999   0.784  99
  37.0  1179.5  21.093  99.999  99.999   0.692  99
1267.2  1427.9  21.094  99.999   0.541  99.999  99
1652.0   987.4  21.094  99.999   0.360  99.999  99
 369.9   637.8  21.094  99.999   0.430  99.999  99
 584.1  1135.4  21.095  99.999   0.374   0.680  99
 817.9  1432.2  21.095  99.999   0.824  99.999  99
1276.5   802.9  21.097  99.999   0.361   0.569  99
 252.3  1404.1  21.097  99.999   0.324   0.741  99
1302.5   773.7  21.097  99.999   0.338   0.723  99
1026.1  1647.2  21.097  99.999   0.392   0.621  99
 913.4  1583.7  21.098  99.999   0.378   0.685  99
1230.6   884.2  21.098  99.999   0.614  99.999  99
1006.7   812.1  21.098  99.999   0.482  99.999  99
 718.8  1172.1  21.098  99.999   0.278   0.603  99
 709.7  1170.6  21.098  99.999  99.999   0.475  99
1255.0   961.0  21.099  99.999   0.393   0.690  99
 849.0  1122.5  21.099  99.999   0.559   0.563  99
1077.7  1411.4  21.100  99.999   0.404   0.631  99
 669.1  1500.6  21.100  99.999   0.493  99.999  99
 875.6   867.8  21.100  99.999   0.404  99.999  99
1416.2  1318.2  21.100  99.999  99.999   0.750  99
 868.0  1587.6  21.101  99.999   0.393   0.740  99
1303.8  1235.2  21.102  99.999  99.999   0.896  99
1030.5   902.1  21.102  99.999   0.592  99.999  99
 367.4  1237.1  21.102  99.999   0.410   0.781  99
1209.2  1231.1  21.104  99.999   0.411   0.672  99
 743.0   990.0  21.104  99.999   0.355  99.999  99
 744.4  1322.2  21.104  99.999  99.999   0.651  99
1105.0  1346.8  21.105  99.999   0.495   0.673  99
1632.3   725.4  21.106  99.999   0.337   0.572  99
 666.8  2025.3  21.106  99.999  99.999   0.781  99
1733.5  1757.0  21.106  99.999  99.999   0.759  99
 780.4   884.8  21.107  99.999   0.549   0.585  99
1131.8   859.4  21.107  99.999   0.515  99.999  99
1283.6  1012.4  21.108  99.999   0.670   0.578  99
1272.9  1948.4  21.108  99.999   0.354   0.755  99
1633.6   788.8  21.108  99.999   0.732  99.999  99
1029.4   870.0  21.109  99.999   0.432  99.999  99
 776.5  1092.2  21.110  99.999   0.477  99.999  99
1221.3   872.9  21.111  99.999   0.427  99.999  99
 774.6  1135.9  21.112  99.999   0.499  99.999  99
1004.2  1464.6  21.113  99.999   0.383   0.826  99
1096.3   953.9  21.113  99.999   0.486   0.435  99
1293.6   999.2  21.113  99.999   0.553   0.440  99
1232.4  1448.5  21.113  99.999   0.552  99.999  99
1283.7  1136.3  21.115  99.999  99.999   0.753  99
 961.2   550.6  21.115  99.999   0.467  99.999  99
1084.6   443.4  21.117  99.999   0.592  99.999  99
1224.2  1610.9  21.118  99.999   0.542  99.999  99
1347.0  1053.2  21.119  99.999   0.551  99.999  99
 836.3  2130.8  21.120  99.999   0.406  99.999  99
2123.6  1045.9  21.120  99.999   0.644   0.696  99
 841.1  1423.6  21.120  99.999   0.366  99.999  99
1512.0  1235.7  21.121  99.999   0.402   0.636  99
1413.7  1492.6  21.123  99.999  99.999   0.653  99
 797.5  1047.5  21.123  99.999  99.999   0.791  99
 771.7  1114.1  21.123  99.999   0.418  99.999  99
 772.9  1033.1  21.125  99.999  99.999   0.560  99
1356.5   903.9  21.125  99.999  -0.222   0.658  99
 752.0  1024.9  21.126  99.999   0.506   0.617  99
1083.4  1486.7  21.126  99.999   0.268   0.625  99
1155.9  1281.9  21.126  99.999   0.242   0.511  99
1165.9  1503.8  21.127  99.999   0.314  99.999  99
1063.4  1494.9  21.127  99.999   0.357   0.565  99
 852.6   865.4  21.129  99.999   0.481  99.999  99
 963.6   751.7  21.130  99.999   0.454   0.779  99
 848.5  1391.9  21.130  99.999   0.330   0.556  99
 922.9   692.6  21.132  99.999   0.538  99.999  99
 867.2   862.1  21.132  99.999   0.478  99.999  99
1286.2   738.9  21.133  99.999  99.999   0.847  99
 847.0  1398.3  21.133  99.999   0.339  99.999  99
1369.8  1177.8  21.133  99.999   0.621   0.507  99
1618.3  1025.5  21.135  99.999   0.548   0.721  99
1074.3  1025.6  21.137  99.999   0.278  99.999  99
1011.3  1354.3  21.137  99.999   0.483   0.689  99
 960.3  1325.2  21.138  99.999   0.434   0.877  99
 828.3  1106.5  21.138  99.999   0.495  99.999  99
 799.2  1134.4  21.138  99.999   0.618  99.999  99
 750.9  1374.8  21.139  99.999   0.453   0.700  99
 790.9   870.1  21.139  99.999   0.386  99.999  99
 668.4  1285.2  21.140  99.999   0.459   0.752  99
1033.4  1378.4  21.140  99.999   0.518  99.999  99
 780.2  1435.5  21.141  99.999  99.999   0.835  99
 784.2   837.1  21.141  99.999   0.540  99.999  99
 767.8  1200.4  21.141  99.999   0.524  99.999  99
 832.5  1016.9  21.141  99.999   0.522  99.999  99
 741.4  1404.6  21.142  99.999   0.406   0.660  99
 794.4   922.2  21.143  99.999   0.281  99.999  99
1340.0  1066.6  21.143  99.999  99.999   0.515  99
1525.3   838.8  21.144  99.999   0.466  99.999  99
1235.5   582.4  21.145  99.999   0.495  99.999  99
 927.6  1420.2  21.146  99.999   0.347   0.640  99
1082.9  1340.2  21.146  99.999   0.363  99.999  99
1653.8  1460.2  21.147  99.999   0.443   0.628  99
 815.7   758.1  21.147  99.999   0.587   0.690  99
 815.7  1807.3  21.147  99.999   0.560   0.659  99
1346.8  1314.3  21.148  99.999   0.493   0.580  99
 763.8  1093.6  21.149  99.999   0.433  99.999  99
 956.9  1876.5  21.149  99.999  99.999   0.764  99
1075.7   915.5  21.149  99.999  99.999   0.657  99
 665.6  1555.4  21.149  99.999   0.431   0.669  99
1168.1   962.2  21.149  99.999  99.999   0.632  99
1382.2  1277.8  21.149  99.999   0.501   0.582  99
 547.1   808.7  21.150  99.999   0.381  99.999  99
1271.7  1407.4  21.151  99.999  99.999   0.645  99
 532.1  1037.9  21.151  99.999   0.428  99.999  99
1077.1  1785.1  21.151  99.999   0.287   0.768  99
1633.5  1804.5  21.151  99.999   0.510   0.797  99
 982.3   947.4  21.152  99.999   0.794   0.481  99
 823.1   463.6  21.153  99.999   0.331   0.729  99
1320.5   746.3  21.153  99.999   0.479  99.999  99
 844.5   920.5  21.154  99.999   0.557  99.999  99
1332.8   951.1  21.154  99.999   0.538   0.573  99
1269.3   866.9  21.154  99.999   0.452  99.999  99
 844.4  1394.8  21.154  99.999   0.611   0.700  99
1399.0  1119.9  21.155  99.999   0.361  99.999  99
1698.7  1205.1  21.155  99.999   0.577  99.999  99
1024.1   816.1  21.155  99.999   0.313  99.999  99
 856.3   969.4  21.157  99.999  99.999   0.563  99
1114.3  1000.6  21.157  99.999   0.435   0.744  99
 872.2   647.8  21.159  99.999   0.524   0.783  99
 768.1  1317.1  21.159  99.999   0.386   0.657  99
 933.3  1368.9  21.159  99.999   0.455  99.999  99
 746.7  1327.8  21.159  99.999  99.999   0.658  99
1213.1  1106.2  21.162  99.999  99.999   0.535  99
 698.8  1206.8  21.163  99.999   0.623   0.531  99
1187.3  1564.1  21.163  99.999  99.999   0.667  99
1416.2  1165.4  21.164  99.999   0.533  99.999  99
 558.0  2258.2  21.166  99.999   0.732   0.820  99
1235.1  1549.5  21.167  99.999   0.574   0.718  99
 712.9  1190.0  21.167  99.999   0.614  99.999  99
 655.9   856.3  21.167  99.999   0.290  99.999  99
1619.9  1152.8  21.167  99.999  99.999   0.585  99
1052.0   898.1  21.168  99.999   0.557  99.999  99
 835.7  1278.7  21.169  99.999   0.304   0.745  99
 720.8  1318.5  21.169  99.999   0.570  99.999  99
1261.5  1108.0  21.170  99.999  99.999   0.319  99
1312.6  1240.8  21.170  99.999  99.999   0.624  99
 913.9  1206.2  21.171  99.999   0.620   0.529  99
 754.3   910.2  21.171  99.999   0.437  99.999  99
1118.3   780.3  21.172  99.999   0.435  99.999  99
 975.9   748.7  21.172  99.999   0.392   0.490  99
 752.4   919.3  21.172  99.999   0.437   0.681  99
 779.0   878.3  21.173  99.999   0.540   0.610  99
 760.9   907.5  21.173  99.999   0.470  99.999  99
 712.0  2014.9  21.174  99.999  99.999   0.883  99
1040.0  1531.3  21.174  99.999   0.325   0.788  99
1062.3  1784.7  21.174  99.999   0.548  99.999  99
 631.5  1253.9  21.175  99.999   0.482   0.578  99
1270.7   798.3  21.175  99.999  99.999   0.664  99
1347.5  1102.6  21.175  99.999   0.302  99.999  99
1436.9  1557.9  21.176  99.999  99.999   0.840  99
 669.7  1747.6  21.176  99.999   0.383   0.701  99
1255.4  1234.2  21.177  99.999  99.999   0.553  99
 815.5  1686.0  21.177  99.999   0.496   0.581  99
1502.5  1308.2  21.180  99.999   0.389   0.750  99
1391.6   881.6  21.180  99.999   0.447  99.999  99
 631.6   905.6  21.181  99.999  99.999   0.567  99
1115.7  1814.2  21.181  99.999   0.518   0.627  99
1320.3  1047.3  21.182  99.999   0.439   0.419  99
1337.6  1819.0  21.182  99.999  99.999   0.799  99
1466.2   852.9  21.183  99.999   0.588   0.533  99
1026.5  1448.4  21.184  99.999  99.999   0.721  99
 843.0   927.9  21.185  99.999  99.999   0.630  99
1134.8  1411.3  21.186  99.999  99.999   0.669  99
1027.2  1414.6  21.186  99.999   0.453  99.999  99
 964.5   885.5  21.186  99.999   0.324   0.692  99
 925.4   926.5  21.188  99.999   0.480  99.999  99
 805.5  1054.8  21.189  99.999   0.626  99.999  99
1585.8  1333.1  21.189  99.999   0.331  99.999  99
 926.6  1297.3  21.190  99.999   0.535   0.520  99
1601.9  1189.8  21.191  99.999   0.426  99.999  99
1348.1  1621.7  21.192  99.999   0.307  99.999  99
1287.1   865.4  21.193  99.999   0.358   0.682  99
1509.7  1346.6  21.193  99.999  99.999   0.674  99
 920.2   669.9  21.193  99.999   0.467  99.999  99
1019.0  1546.9  21.194  99.999   0.514   0.882  99
1177.3  1490.4  21.194  99.999   0.532   0.759  99
1632.7   841.6  21.194  99.999   0.457  99.999  99
 647.7  1634.4  21.194  99.999   0.535  99.999  99
1888.2   983.1  21.195  99.999   0.481  99.999  99
 340.6  1238.4  21.195  99.999  99.999   0.806  99
 940.2   883.0  21.196  99.999   0.294   0.522  99
1173.4   864.1  21.197  99.999   0.402  99.999  99
1285.3  1276.6  21.197  99.999   0.343  99.999  99
1169.5  1340.7  21.198  99.999   0.457  99.999  99
1085.7   683.8  21.199  99.999   0.501  99.999  99
 890.8  1441.6  21.200  99.999   0.500   0.707  99
 532.4  1730.1  21.201  99.999   0.630  99.999  99
1148.1  1438.1  21.202  99.999  99.999   0.587  99
1378.3  1022.7  21.203  99.999   0.426  99.999  99
 529.9  1720.9  21.203  99.999   0.601  99.999  99
 877.1  1164.5  21.204  99.999   0.404   0.580  99
1629.4  1443.3  21.204  99.999   0.478  99.999  99
1206.6   891.5  21.205  99.999   0.594   0.626  99
 816.8   941.2  21.206  99.999   0.439   0.650  99
1168.9  1488.7  21.206  99.999   0.530   0.567  99
1281.3  1279.8  21.206  99.999   0.561  99.999  99
 849.3   848.6  21.209  99.999   0.548  99.999  99
 775.8  1789.6  21.212  99.999   0.296  99.999  99
 945.4  1315.7  21.213  99.999   0.560  99.999  99
1158.8  1001.3  21.214  99.999  99.999   0.579  99
1276.1   900.2  21.215  99.999  99.999   0.918  99
1497.8   850.0  21.215  99.999   0.611  99.999  99
 792.8   805.0  21.215  99.999   0.300  99.999  99
1263.6   898.5  21.216  99.999   0.454  99.999  99
1768.3  1421.6  21.216  99.999   0.429  99.999  99
1463.8   908.4  21.216  99.999   0.448   0.688  99
1475.3  1199.0  21.216  99.999   0.400  99.999  99
1381.4  1064.6  21.217  99.999   0.501  99.999  99
1690.0   832.8  21.218  99.999   0.310   0.699  99
1430.5  1460.4  21.218  99.999   0.399  99.999  99
 675.4   932.1  21.220  99.999   0.453  99.999  99
 867.2  1648.8  21.220  99.999  99.999   0.644  99
 957.1  1669.9  21.220  99.999   0.383   0.629  99
 816.5   879.3  21.221  99.999   0.434  99.999  99
 707.3   745.1  21.221  99.999   0.518  99.999  99
 882.3   865.8  21.222  99.999   0.497   0.663  99
1203.9   988.0  21.222  99.999   0.514  99.999  99
1698.4   996.8  21.222  99.999   0.361  99.999  99
1288.2  1194.6  21.222  99.999   0.594  99.999  99
1456.9  1045.2  21.223  99.999   0.465  99.999  99
1370.6  1197.1  21.223  99.999  99.999   0.537  99
1514.7   867.2  21.224  99.999   0.480  99.999  99
 860.4   766.4  21.224  99.999   0.413   0.704  99
1429.7   650.9  21.224  99.999   0.415   0.786  99
1002.2   940.2  21.224  99.999   0.402   0.642  99
 834.5  1462.1  21.226  99.999   0.439   0.576  99
1365.5   986.6  21.226  99.999   0.366  99.999  99
 803.2  1571.3  21.229  99.999   0.458   0.718  99
 559.9  1358.4  21.230  99.999   0.522  99.999  99
 487.0   860.0  21.230  99.999   0.543  99.999  99
1138.5  1371.9  21.230  99.999  99.999   0.589  99
 941.5  1350.3  21.231  99.999   0.575  99.999  99
 803.1   787.9  21.233  99.999   0.421   0.640  99
 674.6  1178.8  21.234  99.999   0.611  99.999  99
 721.4   367.5  21.235  99.999  99.999   0.754  99
 819.0  1291.3  21.235  99.999   0.502   0.634  99
 633.2  1036.6  21.235  99.999   0.487  99.999  99
 825.6  1041.6  21.236  99.999   0.574  99.999  99
1223.5  1267.6  21.236  99.999   0.360   0.723  99
 665.9  1345.0  21.236  99.999   0.425   0.885  99
 935.5   907.6  21.236  99.999   0.350  99.999  99
1232.3  1300.1  21.236  99.999   0.354   0.630  99
 456.0  1767.8  21.237  99.999   0.579  99.999  99
1451.1  1869.0  21.237  99.999  99.999   0.509  99
1288.4  1139.9  21.238  99.999   0.522  99.999  99
 778.8  1130.7  21.239  99.999   0.359  99.999  99
1896.1  2288.1  21.239  99.999  99.999   0.720  99
 475.3  1098.7  21.239  99.999   0.536   0.780  99
1077.2  1591.5  21.241  99.999   0.470   0.776  99
1246.7  1263.1  21.241  99.999   0.372  99.999  99
1180.3  1371.6  21.242  99.999   0.346   0.525  99
 941.8  1321.6  21.242  99.999   0.713   0.595  99
1295.1  1137.6  21.244  99.999  99.999   0.381  99
 741.4   722.9  21.244  99.999   0.468  99.999  99
1052.6  1415.2  21.244  99.999   0.386  99.999  99
1350.1  1235.8  21.245  99.999   0.541  99.999  99
1353.2   916.6  21.245  99.999   0.320   0.709  99
1839.4  1140.0  21.245  99.999   0.505  99.999  99
 865.2  1597.9  21.245  99.999   0.298   0.589  99
 933.6  1393.5  21.246  99.999   0.556   0.722  99
1394.6  2019.8  21.247  99.999   0.368  99.999  99
 885.2  1376.1  21.247  99.999  99.999   0.619  99
 557.4  1181.6  21.249  99.999   0.348   0.849  99
 719.1   850.4  21.249  99.999   0.409  99.999  99
 788.0  1716.3  21.249  99.999  99.999   0.688  99
 696.5  1294.3  21.250  99.999   0.502  99.999  99
 699.7  1002.6  21.251  99.999   0.759   0.764  99
1087.5  1412.1  21.251  99.999   0.222   1.042  99
1308.1   952.8  21.251  99.999   0.443  99.999  99
 981.8  1540.1  21.255  99.999   0.386   0.704  99
1012.3  1527.9  21.255  99.999  99.999   0.627  99
 872.2  1715.3  21.256  99.999   0.314  99.999  99
1227.7  1206.1  21.257  99.999   0.497   0.602  99
1314.5  1253.3  21.257  99.999   0.563  99.999  99
 811.3  1297.3  21.257  99.999   0.610   0.321  99
1502.6  1061.3  21.258  99.999   0.416  99.999  99
1329.5  1278.6  21.258  99.999  99.999   0.802  99
 961.7   880.8  21.259  99.999   0.437  99.999  99
 884.5  1453.2  21.259  99.999   0.540  99.999  99
1076.4  1459.0  21.260  99.999  99.999   0.378  99
1259.7  1230.0  21.260  99.999   0.532   0.968  99
 866.4  1215.8  21.260  99.999   0.551   0.620  99
1337.2  1229.5  21.261  99.999   0.500  99.999  99
 821.2   748.4  21.262  99.999   0.273  99.999  99
1301.2  1201.1  21.262  99.999   0.542   0.635  99
1570.5  1476.6  21.264  99.999  99.999   0.470  99
